Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,PA,AB,BA,OBP,SLG,OPS,ISO,K%,BB%,K/BB,HR%,R/G,AB/HR,BABIP,OutRate,WOBA,SB%
91,1334269952,C. Hendrickson,Carter Hendrickson,Hendrickson,Carter,LF,Boston College,BC,227,Boston College,BBC,R,L,2,47,9,7,.571,.667,.857,1.524,.286,11.1%,22.2%,0.50,0.0%,1.50,-,.667,16.7%,.630,66.7%
91,1099145728,J. Galloway,Jacob Galloway,Galloway,Jacob,C,Oregon State University,ORST,3111,Oregon State,BBC,L,R,2,25,8,7,.571,.625,.857,1.482,.286,0.0%,0.0%,-,0.0%,0.50,-,.571,42.9%,.625,-
91,1275426304,K. Takeuchi,Kevin Takeuchi,Takeuchi,Kevin,LF,University of Southern California,USC,5047,USC,BBC,R,R,2,30,7,7,.571,.571,.714,1.286,.143,14.3%,0.0%,-,0.0%,1.00,-,.667,33.3%,.559,100.0%
91,1226684672,T. Bissetta,Tristan Bissetta,Bissetta,Tristan,RF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,2,21,8,7,.571,.625,1.143,1.768,.571,0.0%,12.5%,0.00,12.5%,1.50,7.00,.500,50.0%,.719,-
91,1259966976,A. Robbins,Aiden Robbins,Robbins,Aiden,RF,University of Texas,TEX,245,Texas,BBC,R,R,2,27,8,7,.571,.625,1.286,1.911,.714,12.5%,12.5%,1.00,12.5%,1.50,7.00,.600,40.0%,.764,100.0%
91,1265468416,J. Bach,Jordan Bach,Bach,Jordan,CF,University of Kansas,KU,730360064,Kansas,BBC,L,R,2,63,10,7,.571,.600,1.143,1.743,.571,0.0%,20.0%,0.00,10.0%,2.00,7.00,.429,42.9%,.645,-
91,1093154816,A. Nessler,AJ Nessler,Nessler,AJ,LF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,2,43,11,7,.571,.727,.571,1.299,.000,9.1%,27.3%,0.33,0.0%,1.50,-,.667,33.3%,.579,100.0%
91,1303416064,R. Rogers,Raffaele Rogers,Rogers,Raffaele,3B,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,2,30,8,7,.571,.625,1.000,1.625,.429,0.0%,12.5%,0.00,12.5%,1.00,7.00,.500,50.0%,.673,-
91,1306866432,C. Duggar,Cashel Duggar,Duggar,Cashel,C,UCLA,UCLA,5048,UCLA,BBC,L,R,2,27,8,7,.571,.625,1.143,1.768,.571,0.0%,12.5%,0.00,12.5%,1.00,7.00,.500,50.0%,.719,-
91,1191742976,K. Burroughs,Keeton Burroughs,Burroughs,Keeton,CF,Wofford College,WOF,730176512,Wofford,BBC,R,R,3,48,12,7,.571,.750,.571,1.321,.000,16.7%,16.7%,1.00,0.0%,1.33,-,.800,20.0%,.594,80.0%
91,1304808960,T. Griffith,Tanner Griffith,Griffith,Tanner,CF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,R,3,38,11,7,.571,.727,1.143,1.870,.571,0.0%,18.2%,0.00,9.1%,0.33,7.00,.500,50.0%,.718,50.0%
91,1195424768,S. Martin,Shannon Martin,Martin,Shannon,3B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,2,40,9,7,.571,.667,.571,1.238,.000,11.1%,22.2%,0.50,0.0%,0.50,-,.667,33.3%,.549,100.0%
91,1126288896,J. Duer,Jake Duer,Duer,Jake,RF,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,2,45,9,7,.571,.667,1.143,1.810,.571,0.0%,22.2%,0.00,11.1%,1.00,7.00,.500,50.0%,.716,-
91,1469355631,M. Farner,Matthew Farner,Farner,Matthew,SS,University of North Florida,UNF,730296832,North Florida,BBC,R,R,2,34,9,7,.571,.667,1.286,1.952,.714,11.1%,11.1%,1.00,11.1%,1.50,7.00,.600,40.0%,.760,100.0%
91,1825132008,B. Brown,Blaine Brown,Brown,Blaine,TWP,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,3,57,15,14,.571,.600,1.286,1.886,.714,6.7%,6.7%,1.00,20.0%,2.33,4.67,.500,50.0%,.772,-
91,1477116653,D. Aponte,Diego Aponte,Aponte,Diego,1B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,L,2,11,8,7,.571,.625,.571,1.196,.000,0.0%,12.5%,0.00,0.0%,0.50,-,.571,42.9%,.530,-
91,1957336497,A. Welshans,Alec Welshans,Welshans,Alec,RF,La Salle University,LA S,730183680,La Salle,BBC,R,R,2,18,10,7,.571,.700,1.429,2.129,.857,10.0%,20.0%,0.50,20.0%,3.00,3.50,.500,25.0%,.795,100.0%
91,1139552455,T. Grines,TJ Grines,Grines,TJ,2B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,3,47,16,14,.571,.625,.714,1.339,.143,6.3%,6.3%,1.00,0.0%,1.67,-,.615,38.5%,.570,100.0%
91,1992546950,G. Gilmore,Gavin Gilmore,Gilmore,Gavin,OF,Butler University,BUT,730283520,Butler,BBC,R,R,3,54,16,14,.571,.625,.786,1.411,.214,6.3%,12.5%,0.50,6.3%,1.67,14.00,.583,41.7%,.602,100.0%
91,1181463657,M. Dierks,Marcus Dierks,Dierks,Marcus,OF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,2,14,10,7,.571,.667,.571,1.238,.000,0.0%,10.0%,0.00,0.0%,2.00,-,.571,42.9%,.552,100.0%
91,1409147860,B. Boles,Brady Boles,Boles,Brady,IF,Texas State University,TXST,5420,Texas State,BBC,R,R,2,23,8,7,.571,.625,.714,1.339,.143,12.5%,12.5%,1.00,0.0%,1.50,-,.667,33.3%,.576,100.0%
91,1676615022,H. Stringfellow,Hayden Stringfellow,Stringfellow,Hayden,TWP,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,2,43,9,7,.571,.667,.571,1.238,.000,22.2%,11.1%,2.00,0.0%,1.00,-,.800,20.0%,.552,-
91,1658915889,J. Davis,JC Davis,Davis,JC,IF,Rice University,RICE,2352,Rice,BBC,R,R,2,27,8,7,.571,.571,1.000,1.571,.429,0.0%,0.0%,-,12.5%,1.00,7.00,.500,50.0%,.669,-
91,1172125339,W. Geary,Will Geary,Geary,Will,IF,Lindenwood University,LU,730322176,Lindenwood,BBC,L,R,3,23,15,14,.571,.600,.786,1.386,.214,13.3%,6.7%,2.00,0.0%,1.00,-,.667,33.3%,.590,100.0%
91,1884769164,W. Hanoian,Wyatt Hanoian,Hanoian,Wyatt,IF,Air Force Academy,AFA,730205440,Air Force,BBC,S,R,2,38,11,7,.571,.727,.857,1.584,.286,9.1%,18.2%,0.50,0.0%,1.50,-,.667,33.3%,.648,100.0%
91,1026865308,J. Hall,Joe Hall,Hall,Joe,OF,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,2,28,8,7,.571,.625,.857,1.482,.286,25.0%,0.0%,-,0.0%,1.50,-,.800,20.0%,.625,-
119,1299457280,J. Oster,Jonah Oster,Oster,Jonah,2B,Campbell University,CAMP,730187776,Campbell,BBC,R,R,3,37,12,9,.556,.583,.778,1.361,.222,0.0%,16.7%,0.00,0.0%,0.67,-,.500,40.0%,.543,-
119,1245915136,T. Minick,Tyler Minick,Minick,Tyler,3B,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,2,11,9,9,.556,.556,.667,1.222,.111,11.1%,0.0%,-,0.0%,0.00,-,.625,37.5%,.533,-
119,1100437760,E. Hindle,Ethan Hindle,Hindle,Ethan,3B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,3,56,15,9,.556,.600,1.111,1.711,.556,6.7%,20.0%,0.33,0.0%,2.33,-,.500,50.0%,.603,100.0%
119,1336234240,R. Hendricks,Rhett Hendricks,Hendricks,Rhett,RF,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,3,52,12,9,.556,.667,.667,1.333,.111,8.3%,25.0%,0.33,0.0%,1.33,-,.625,37.5%,.574,-
119,1293181184,C. Soeder,Chris Soeder,Soeder,Chris,1B,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,3,43,10,9,.556,.600,.667,1.267,.111,30.0%,0.0%,-,0.0%,0.67,-,.833,16.7%,.552,-
119,1885806529,C. Kitchens,Cole Kitchens,Kitchens,Cole,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,2,23,9,9,.556,.556,.667,1.222,.111,0.0%,0.0%,-,0.0%,0.00,-,.556,44.4%,.533,-
119,1112939209,A. Evasco,A.J. Evasco,Evasco,A.J.,RF,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,2,17,9,9,.556,.556,.889,1.444,.333,11.1%,0.0%,-,0.0%,1.50,-,.625,37.5%,.610,-
119,1596731264,Z. Jackson,Zach Jackson,Jackson,Zach,LF,University of Virginia,UVA,5415,Virginia,BBC,L,R,3,54,13,9,.556,.692,.889,1.581,.333,15.4%,30.8%,0.50,7.7%,1.00,9.00,.667,16.7%,.643,-
119,1005843405,G. McCollum,Grayson McCollum,McCollum,Grayson,IF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,2,39,10,9,.556,.600,.667,1.267,.111,20.0%,10.0%,2.00,0.0%,2.00,-,.714,28.6%,.549,-
119,1957927024,B. Strickland,Bo Strickland,Strickland,Bo,OF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,3,32,12,9,.556,.600,.556,1.156,.000,8.3%,8.3%,1.00,0.0%,0.67,-,.625,37.5%,.513,100.0%
129,1196783360,D. Nelson,Drew Nelson,Nelson,Drew,P,Troy University,TROY,730378496,Troy,BBC,L,L,3,42,13,11,.545,.615,.727,1.343,.182,15.4%,0.0%,-,0.0%,1.33,-,.667,22.2%,.577,-
129,1274288640,V. Lackey,Vahn Lackey,Lackey,Vahn,C,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,3,61,14,11,.545,.643,.636,1.279,.091,21.4%,21.4%,1.00,0.0%,1.00,-,.750,25.0%,.555,100.0%
129,1334935552,L. Gaffney,Luke Gaffney,Gaffney,Luke,1B,Clemson University,CLEM,730358784,Clemson,BBC,R,R,3,40,13,11,.545,.615,.545,1.161,.000,0.0%,15.4%,0.00,0.0%,0.00,-,.545,45.5%,.516,-
129,1131535616,M. Chapman,Manoah Chapman,Chapman,Manoah,2B,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,3,13,11,11,.545,.545,.727,1.273,.182,9.1%,0.0%,-,0.0%,1.00,-,.600,40.0%,.550,-
129,1238221056,T. Ferroggiaro,Thomas Ferroggiaro,Ferroggiaro,Thomas,3B,Santa Clara University,SCU,730297600,Santa Clara,BBC,S,R,3,61,14,11,.545,.643,.636,1.279,.091,7.1%,21.4%,0.33,0.0%,2.00,-,.600,40.0%,.555,100.0%
129,1310350080,K. Harrison,KaiKea Harrison,Harrison,KaiKea,SS,Tulane University,TULN,730354176,Tulane,BBC,L,R,2,29,11,11,.545,.545,.727,1.273,.182,0.0%,0.0%,-,0.0%,1.50,-,.545,45.5%,.550,-
129,1318953105,B. Morgan,Brennan Morgan,Morgan,Brennan,P,University of Akron,AKR,540536064,Akron,BBC,R,R,3,55,13,11,.545,.615,.727,1.343,.182,7.7%,7.7%,1.00,0.0%,1.00,-,.600,40.0%,.575,-
129,1342167366,J. Sheffield,Jeremy Sheffield,Sheffield,Jeremy,3B,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,3,65,13,11,.545,.615,.545,1.161,.000,15.4%,15.4%,1.00,0.0%,0.00,-,.667,33.3%,.516,100.0%
137,1336584192,D. Parks,Devin Parks,Parks,Devin,OF,Radford University,RAD,730267392,Radford,BBC,R,R,3,43,13,13,.538,.538,.769,1.308,.231,23.1%,0.0%,-,0.0%,1.33,-,.700,30.0%,.559,100.0%
137,1318666496,E. Becker,Eric Becker,Becker,Eric,SS,University of Virginia,UVA,5415,Virginia,BBC,L,R,3,58,16,13,.538,.625,.692,1.317,.154,12.5%,12.5%,1.00,0.0%,2.33,-,.636,27.3%,.566,-
137,1224143360,K. Jones,Kyle Jones,Jones,Kyle,CF,University of Florida,FLA,730168320,Florida,BBC,R,R,3,31,13,13,.538,.538,.923,1.462,.385,15.4%,0.0%,-,0.0%,1.33,-,.636,36.4%,.618,-
137,1342167992,B. Rogers,Brett Rogers,Rogers,Brett,RF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,R,3,55,13,13,.538,.538,.846,1.385,.308,15.4%,0.0%,-,0.0%,1.33,-,.636,36.4%,.587,100.0%
141,1162512640,T. Armstrong,Tyce Armstrong,Armstrong,Tyce,RF,Baylor University,BAY,3033,Baylor,BBC,R,R,2,34,9,6,.500,.556,2.000,2.556,1.500,11.1%,0.0%,-,33.3%,1.50,2.00,.000,100.0%,.837,-
141,1279313920,L. Elmore,Luke Elmore,Elmore,Luke,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,2,27,11,10,.500,.545,.600,1.145,.100,0.0%,9.1%,0.00,0.0%,1.50,-,.500,50.0%,.499,100.0%
141,1207798016,A. Lewis II,Andreaus Lewis II,Lewis II,Andreaus,C,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,2,19,8,6,.500,.625,1.000,1.625,.500,12.5%,25.0%,0.50,12.5%,0.50,6.00,.500,50.0%,.649,100.0%
141,1279330048,C. Sorrell,Caden Sorrell,Sorrell,Caden,TWP,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,2,41,11,10,.500,.545,1.400,1.945,.900,18.2%,9.1%,2.00,27.3%,3.00,3.33,.400,60.0%,.777,100.0%
141,1297352960,G. Grahovac,Gavin Grahovac,Grahovac,Gavin,3B,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,2,30,11,8,.500,.545,1.125,1.670,.625,9.1%,9.1%,1.00,9.1%,3.00,8.00,.429,57.1%,.622,-
141,1309420032,E. Mendoza,Ethan Mendoza,Mendoza,Ethan,2B,University of Texas,TEX,245,Texas,BBC,R,R,2,39,10,8,.500,.600,1.250,1.850,.750,10.0%,20.0%,0.50,20.0%,1.00,4.00,.400,60.0%,.722,-
141,1330949120,M. Kaufer,Max Kaufer,Kaufer,Max,C,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,2,30,8,6,.500,.625,1.500,2.125,1.000,0.0%,12.5%,0.00,25.0%,1.50,3.00,.250,50.0%,.796,100.0%
141,1297553152,W. Furniss,Will Furniss,Furniss,Will,1B,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,2,49,9,6,.500,.667,.500,1.167,.000,0.0%,22.2%,0.00,0.0%,1.00,-,.500,50.0%,.531,-
141,1260756992,D. Bargo,Dalton Bargo,Bargo,Dalton,LF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,2,38,10,10,.500,.500,1.100,1.600,.600,10.0%,0.0%,-,20.0%,2.00,5.00,.429,57.1%,.671,-
141,1079662848,C. Scholvin,Charlie Scholvin,Scholvin,Charlie,SS,University of Toledo,TOL,5388,Toledo,BBC,R,R,2,51,11,10,.500,.545,.600,1.145,.100,18.2%,9.1%,2.00,0.0%,1.00,-,.625,37.5%,.499,100.0%
141,1205059584,Z. Mazoch,Zach Mazoch,Mazoch,Zach,C,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,L,R,2,39,8,8,.500,.500,.500,1.000,.000,12.5%,0.0%,-,0.0%,0.00,-,.571,42.9%,.443,-
141,1166283008,M. Quatrani,Mark Quatrani,Quatrani,Mark,C,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,2,33,10,6,.500,.700,.500,1.200,.000,10.0%,30.0%,0.33,0.0%,2.00,-,.600,40.0%,.548,-
141,1192537344,J. Urban,Joseph Urban,Urban,Joseph,CF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,2,34,9,8,.500,.556,.875,1.431,.375,0.0%,0.0%,-,11.1%,1.50,8.00,.429,57.1%,.602,-
141,1093308160,A. Garza,Alejandro Garza,Garza,Alejandro,3B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,3,49,14,12,.500,.571,.583,1.155,.083,0.0%,14.3%,0.00,0.0%,1.67,-,.500,50.0%,.506,100.0%
141,1137369344,J. Luetzow,Johnny Luetzow,Luetzow,Johnny,C,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,3,31,10,10,.500,.500,.600,1.100,.100,0.0%,0.0%,-,0.0%,1.00,-,.500,50.0%,.480,100.0%
141,1165833728,D. Nushida,Draven Nushida,Nushida,Draven,3B,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,R,2,10,8,6,.500,.429,.500,.929,.000,12.5%,0.0%,-,0.0%,0.00,-,.500,50.0%,.380,-
141,1238255872,L. Mistone,Luke Mistone,Mistone,Luke,1B,Murray State University,MURR,730188032,Murray State,BBC,R,R,1,7,6,6,.500,.500,.667,1.167,.167,0.0%,0.0%,-,0.0%,1.00,-,.500,33.3%,.504,100.0%
141,1200816384,E. Pelayo,Elijah Pelayo,Pelayo,Elijah,SS,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,2,30,9,8,.500,.556,.500,1.056,.000,33.3%,0.0%,-,0.0%,1.50,-,.800,20.0%,.475,100.0%
141,1310897664,A. Russell,Austin Russell,Russell,Austin,1B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,2,39,10,8,.500,.600,.500,1.100,.000,0.0%,20.0%,0.00,0.0%,1.50,-,.500,50.0%,.494,100.0%
141,1287363328,S. Harris,Sam Harris,Harris,Sam,1B,University of Virginia,UVA,5415,Virginia,BBC,L,L,3,52,15,12,.500,.600,.583,1.183,.083,6.7%,13.3%,0.50,0.0%,1.67,-,.545,45.5%,.520,-
141,1164367360,C. Bauman,Christian Bauman,Bauman,Christian,OF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,L,2,48,10,6,.500,.700,1.167,1.867,.667,10.0%,40.0%,0.25,10.0%,1.50,6.00,.500,50.0%,.695,-
141,1143047680,D. Carey,Dylan Carey,Carey,Dylan,SS,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,2,24,10,10,.500,.500,1.000,1.500,.500,20.0%,0.0%,-,10.0%,1.50,10.00,.571,42.9%,.627,-
141,1297546752,D. Ross,Deamez Ross,Ross,Deamez,CF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,2,25,10,10,.500,.500,.800,1.300,.300,10.0%,0.0%,-,10.0%,2.00,10.00,.500,37.5%,.557,100.0%
141,1281745664,J. Overbeek,Josh Overbeek,Overbeek,Josh,3B,University of Nebraska,NEB,4865,Nebraska,BBC,S,R,2,21,10,8,.500,.600,.875,1.475,.375,0.0%,10.0%,0.00,0.0%,1.50,-,.500,50.0%,.607,-
141,1235346176,G. Cavazonni,Gabriel Cavazonni,Cavazonni,Gabriel,2B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,2,22,9,6,.500,.667,.833,1.500,.333,22.2%,11.1%,2.00,0.0%,2.00,-,.750,25.0%,.616,100.0%
141,1164956672,S. Young,Scotty Young,Young,Scotty,CF,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,2,31,9,8,.500,.556,.625,1.181,.125,22.2%,11.1%,2.00,0.0%,1.00,-,.667,33.3%,.512,-
141,1257459968,J. Freeman,Jackson Freeman,Freeman,Jackson,RF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,2,33,8,8,.500,.500,1.250,1.750,.750,12.5%,0.0%,-,25.0%,1.50,4.00,.400,60.0%,.728,0.0%
141,1320034048,E. Bottone,Evan Bottone,Bottone,Evan,CF,Marshall University,MRSH,730333696,Marshall,BBC,L,R,2,42,11,8,.500,.636,.875,1.511,.375,9.1%,18.2%,0.50,9.1%,2.50,8.00,.500,50.0%,.619,100.0%
141,1322527232,A. Taylor,A.J. Taylor,Taylor,A.J.,SS,Lamar University,LAM,730162432,Lamar,BBC,R,R,2,29,7,4,.500,.714,.500,1.214,.000,0.0%,42.9%,0.00,0.0%,1.50,-,.500,25.0%,.552,100.0%
141,1202718208,E. Dempsey,Evan Dempsey,Dempsey,Evan,TWP,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,2,28,8,4,.500,.750,.500,1.250,.000,0.0%,37.5%,0.00,0.0%,3.00,-,.500,50.0%,.574,-
141,1239336704,M. Ocko,Madden Ocko,Ocko,Madden,1B,Fordham University,FOR,730324992,Fordham,BBC,R,R,3,41,10,8,.500,.600,1.125,1.725,.625,30.0%,0.0%,-,10.0%,1.33,8.00,.750,25.0%,.687,-
141,1192564993,C. Hynek,Colin Hynek,Hynek,Colin,C,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,3,47,13,10,.500,.615,.800,1.415,.300,7.7%,23.1%,0.33,0.0%,1.00,-,.556,44.4%,.583,100.0%
141,1155637760,J. Trosky,Jabin Trosky,Trosky,Jabin,2B,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,2,25,9,8,.500,.556,.750,1.306,.250,11.1%,0.0%,-,0.0%,2.00,-,.571,42.9%,.556,100.0%
141,1310847488,E. Appelwick,Evan Appelwick,Appelwick,Evan,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,2,21,11,8,.500,.636,1.250,1.886,.750,9.1%,18.2%,0.50,18.2%,1.50,4.00,.400,60.0%,.723,-
141,1198416640,J. Williams,Javar Williams,Williams,Javar,LF,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,L,2,23,8,8,.500,.500,.500,1.000,.000,12.5%,0.0%,-,0.0%,0.50,-,.571,42.9%,.443,100.0%
141,1198540800,R. Johnson,Rett Johnson,Johnson,Rett,LF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,2,26,8,6,.500,.571,.667,1.238,.167,25.0%,12.5%,2.00,0.0%,1.50,-,.750,25.0%,.532,-
141,1110656000,J. Spanier,Jack Spanier,Spanier,Jack,SS,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,2,39,11,8,.500,.636,1.000,1.636,.500,9.1%,27.3%,0.33,9.1%,1.00,8.00,.500,33.3%,.649,100.0%
141,1142998784,D. Cupp,Dylan Cupp,Cupp,Dylan,SS,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,2,33,8,4,.500,.750,1.000,1.750,.500,12.5%,50.0%,0.25,0.0%,2.00,-,.667,33.3%,.662,100.0%
141,1195483648,G. Trujillo,Gene Trujillo,Trujillo,Gene,1B,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,3,57,15,14,.500,.533,.714,1.248,.214,26.7%,6.7%,4.00,0.0%,0.67,-,.700,30.0%,.533,-
141,1196852480,M. Perazza,Michael Perazza,Perazza,Michael,LF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,L,2,28,7,6,.500,.571,1.167,1.738,.667,14.3%,14.3%,1.00,14.3%,1.50,6.00,.500,50.0%,.695,-
141,1294950400,P. Brennan,Payton Brennan,Brennan,Payton,CF,UCLA,UCLA,5048,UCLA,BBC,L,R,2,44,9,8,.500,.556,1.000,1.556,.500,22.2%,11.1%,2.00,11.1%,1.00,8.00,.600,40.0%,.639,50.0%
141,1304407808,C. Gurney,Cameron Gurney,Gurney,Cameron,1B,University of Utah,UTAH,730328320,Utah,BBC,L,R,2,33,11,8,.500,.600,.875,1.475,.375,0.0%,18.2%,0.00,0.0%,1.00,-,.500,25.0%,.600,100.0%
141,1176353025,M. Maloney,Mike Maloney,Maloney,Mike,SS,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,2,38,9,8,.500,.556,.500,1.056,.000,22.2%,11.1%,2.00,0.0%,1.00,-,.667,33.3%,.471,-
141,1278150912,C. Richmond,CJ Richmond,Richmond,CJ,1B,Purdue University,PUR,730353152,Purdue,BBC,L,L,2,30,8,6,.500,.625,.667,1.292,.167,37.5%,12.5%,3.00,0.0%,0.00,-,1.000,0.0%,.556,100.0%
141,1162384896,G. Fitzwater,Grayson Fitzwater,Fitzwater,Grayson,1B,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,4,80,19,16,.500,.579,.688,1.266,.188,21.1%,15.8%,1.33,0.0%,1.75,-,.667,33.3%,.541,100.0%
141,1104432384,B. Bean,Brady Bean,Bean,Brady,RF,University of Portland,PORT,730360320,Portland,BBC,R,R,2,39,10,8,.500,.600,.750,1.350,.250,0.0%,20.0%,0.00,0.0%,1.00,-,.500,37.5%,.567,100.0%
141,1162572800,T. Moore,Tyvon Moore,Moore,Tyvon,CF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,2,35,10,8,.500,.600,.750,1.350,.250,10.0%,20.0%,0.50,0.0%,2.50,-,.571,42.9%,.567,100.0%
141,1336578304,J. Fitz,Jonathan Fitz,Fitz,Jonathan,C,Xavier University,XAV,5464,Xavier,BBC,R,R,3,47,10,6,.500,.700,.500,1.200,.000,0.0%,40.0%,0.00,0.0%,0.00,-,.500,50.0%,.545,-
141,1255332352,C. Peery,Cannon Peery,Peery,Cannon,LF,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,1,17,4,2,.500,.500,2.000,2.500,1.500,25.0%,25.0%,1.00,25.0%,1.00,2.00,.000,100.0%,.681,-
141,1196810752,L. Johnstone,Logan Johnstone,Johnstone,Logan,RF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,2,34,9,8,.500,.556,.750,1.306,.250,22.2%,11.1%,2.00,0.0%,0.50,-,.667,33.3%,.553,100.0%
141,1152915712,N. Contrades,Nu'u Contrades,Contrades,Nu'u,3B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,2,23,8,6,.500,.625,1.167,1.792,.667,0.0%,12.5%,0.00,12.5%,2.00,6.00,.400,60.0%,.699,100.0%
141,1167256832,B. Stressler,Brenden Stressler,Stressler,Brenden,RF,University of Michigan,MICH,2290,Michigan,BBC,L,L,2,30,8,6,.500,.625,1.167,1.792,.667,12.5%,25.0%,0.50,12.5%,1.50,6.00,.500,50.0%,.695,-
141,1167257088,G. Mastros,Graham Mastros,Mastros,Graham,RF,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,2,27,9,8,.500,.556,1.625,2.181,1.125,22.2%,11.1%,2.00,33.3%,2.00,2.67,.333,66.7%,.852,-
141,1259930880,A. Broski,Adam Broski,Broski,Adam,C,Michigan State University,MSU,1551,Michigan State,BBC,R,R,2,33,9,8,.500,.556,1.000,1.556,.500,0.0%,11.1%,0.00,11.1%,1.00,8.00,.429,57.1%,.639,-
141,1254913024,D. Castellanos,Diego Castellanos,Castellanos,Diego,RF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,3,41,13,12,.500,.538,.583,1.122,.083,23.1%,7.7%,3.00,0.0%,1.00,-,.667,33.3%,.491,100.0%
141,1163782059,B. Fowler,Bryce Fowler,Fowler,Bryce,RF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,3,75,13,8,.500,.692,.500,1.192,.000,15.4%,38.5%,0.40,0.0%,1.67,-,.667,16.7%,.541,100.0%
141,1085458724,C. Peek,Connor Peek,Peek,Connor,3B,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,3,50,13,10,.500,.538,.700,1.238,.200,0.0%,15.4%,0.00,0.0%,1.00,-,.455,54.5%,.504,100.0%
141,1196830464,N. Brini,Niko Brini,Brini,Niko,LF,Wofford College,WOF,730176512,Wofford,BBC,L,L,3,37,12,10,.500,.583,.600,1.183,.100,0.0%,8.3%,0.00,0.0%,1.67,-,.500,50.0%,.519,100.0%
141,1310307840,M. Elko,Michael Elko,Elko,Michael,2B,University of Richmond,RICH,730171904,Richmond,BBC,L,R,3,46,13,12,.500,.538,.667,1.205,.167,7.7%,7.7%,1.00,0.0%,1.00,-,.545,45.5%,.519,-
