# Document parsed from: Copy_of_Rate_7_2.numbers

## Page 1

|playerFullName|player|playerFirstName|pos|newestTeamName|newestTeamLocation|batsHand|throwsHand|Age|AB|BA|OBP|SLG|OPS|ISO|
|Ben Cleary|Cleary|Ben|SS|Santa Clara University|Santa Clara|R|R|20|182|0.302|0.406|0.401|0.807|0.099|
|Nick Upstill|Upstill|Nick|LF|Pepperdine University|Pepperdine|L|L|24|171|0.345|0.395|0.468|0.863|0.123|
|Enrique Wood|Wood|Enrique|3B|North Carolina A\&T State University|North Carolina A\&T|R|R|23|174|0.224|0.311|0.293|0.604|0.069|
|Erik Paulsen|Paulsen|Erik|TWP|Stony Brook University|Stony Brook|L|L|21|193|0.358|0.452|0.585|1.038|0.228|
|Lucas Pringle|Pringle|Lucas|C|Charleston Southern University|Charleston Southern|L|R|23|149|0.295|0.445|0.436|0.881|0.141|
|Koby Kropf|Kropf|Koby|RF|Winthrop University|Winthrop|R|R|24|206|0.286|0.352|0.461|0.813|0.175|
|Griffin Palfrey|Palfrey|Griffin|TWP|Columbia University|Columbia|R|R|22|199|0.261|0.37|0.457|0.827|0.196|
|Jack Kail|Kail|Jack|2B|Columbia University|Columbia|L|R|0|199|0.312|0.372|0.508|0.879|0.196|
|Sam Miller|Miller|Sam|SS|Columbia University|Columbia|R|R|22|216|0.343|0.411|0.611|1.022|0.269|
|Brandon Fish|Fish|Brandon|3B|UMass Lowell|UMass Lowell|L|R|0|182|0.313|0.363|0.462|0.824|0.148|
|Jason Neff|Neff|Jason|C|Villanova University|Villanova|R|R|24|181|0.309|0.417|0.624|1.041|0.315|
|David Marshall|Marshall|David|2B|St. Bonaventure University|St. Bonaventure|S|R|22|202|0.342|0.404|0.52|0.924|0.178|
|Jackson Tyer|Tyer|Jackson|CF|University of Delaware|Delaware|R|R|23|162|0.247|0.385|0.352|0.737|0.105|
|Tim McGuire|McGuire|Tim|3B|Sacred Heart University|Sacred Heart|R|R|23|164|0.287|0.422|0.366|0.787|0.079|
|Karson Irvin|Irvin|Karson|CF|Nicholls State University|Nicholls State|L|R|22|188|0.303|0.394|0.351|0.746|0.048|
|Matt Heavner|Heavner|Matt|3B|North Carolina State University|North Carolina State|R|R|22|120|0.225|0.307|0.308|0.615|0.083|
|James Castagnola|Castagnola|James|1B|UC Irvine|UC Irvine|R|R|21|156|0.269|0.405|0.429|0.835|0.16|
|Joey Craig|Craig|Joey|RF|New Mexico State University|New Mexico State|R|R|22|156|0.224|0.353|0.41|0.763|0.186|
|Brady Christensen|Christensen|Brady|RF|Sam Houston State University|Sam Houston State|L|R|23|169|0.254|0.401|0.544|0.945|0.29|
|Cooper Cohn|Cohn|Cooper|3B|Northern Illinois University|Northern Illinois|R|R|0|150|0.233|0.366|0.373|0.739|0.14|
|Devin Burkes|Burkes|Devin|C|University of Kentucky|Kentucky|R|R|23|165|0.224|0.34|0.382|0.722|0.158|
|Rey Mendoza|Mendoza|Rey|LF|University of the Incarnate Word|Incarnate Word|L|L|25|197|0.315|0.396|0.629|1.026|0.315|
|David Ayers|Ayers|David|CF|Butler University|Butler|L|R|21|153|0.235|0.333|0.431|0.765|0.196|
|Lex Boedicker|Boedicker|Lex|1B|University of Central Florida|Central Florida|L|R|22|181|0.309|0.404|0.481|0.884|0.171|
|Braden Calise|Calise|Braden|2B|University of Central Florida|Central Florida|R|R|23|183|0.301|0.406|0.333|0.739|0.033|
|Dom Patrizi|Patrizi|Dom|SS|Lehigh University|Lehigh|R|R|22|160|0.231|0.395|0.331|0.726|0.1|
|Cardell Thibodeaux|Thibodeaux|Cardell|LF|Southern University|Southern|L|L|22|189|0.439|0.544|0.847|1.391|0.407|
|Connor Hincks|Hincks|Connor|2B|University of Notre Dame|Notre Dame|L|R|24|161|0.317|0.392|0.509|0.902|0.193|
|Luke Waters|Waters|Luke|LF|Old Dominion University|Old Dominion|R|R|0|200|0.265|0.338|0.39|0.728|0.125|
|Ledy Alvarez|Alvarez|Ledy|SS|Jackson State University|Jackson State|R|R|22|162|0.309|0.407|0.383|0.79|0.074|
|Erich Hartmann|Hartmann|Erich|RF|Rider University|Rider|L|L|22|197|0.345|0.414|0.457|0.87|0.112|
|Daniel Moore|Moore|Daniel|SS|Coppin State University|Coppin State|R|R|0|179|0.324|0.41|0.425|0.835|0.101|
|Jared Toby|Toby|Jared|RF|University at Albany|Albany|R|R|25|171|0.257|0.369|0.357|0.726|0.099|
|Christian Scanlon|Scanlon|Christian|RF|Merrimack College|Merrimack|L|L|22|151|0.225|0.42|0.397|0.817|0.172|
|Jacob Pipercic|Pipercic|Jacob|RF|Long Island University-Brooklyn|LIU Brooklyn|R|R|24|192|0.292|0.412|0.526|0.938|0.234|
|Kam Edwards|Edwards|Kameron|CF|Lindenwood University|Lindenwood|L|L|0|193|0.326|0.444|0.472|0.916|0.145|
|Brigs Richartz|Richartz|Brigs|LF|University of St. Thomas (Minn.)|University of St. Thomas (Minn.)|L|R|22|184|0.277|0.346|0.418|0.765|0.141|
|Joe Roder|Roder|Joe|1B|University of St. Thomas (Minn.)|University of St. Thomas (Minn.)|L|L|0|176|0.301|0.393|0.489|0.882|0.188|
|Jake Randolph|Randolph|Jake|C|Presbyterian College|Presbyterian|R|R|21|173|0.335|0.405|0.416|0.821|0.081|
|James Layman|Layman|James|3B|Wofford College|Wofford|L|R|0|158|0.367|0.493|0.481|0.974|0.114|
|Aryan Patel|Patel|Aryan|TWP|The Citadel|The Citadel|R|R|0|130|0.277|0.368|0.346|0.715|0.069|
|Rafael Betancourt|Betancourt|Rafael|P|University of South Florida|South Florida|S|R|21|179|0.263|0.298|0.335|0.634|0.073|
|Gavin Ganun|Ganun|Gavin|LF|Bowling Green State University|Bowling Green|R|R|0|172|0.244|0.384|0.43|0.814|0.186|
|Xavier Ulrich|Ulrich|Xavier|C|Wagner College|Wagner|R|R|24|164|0.256|0.354|0.409|0.762|0.152|
|Jaden Collura|Collura|Jaden|C|Nicholls State University|Nicholls State|L|R|0|166|0.319|0.45|0.434|0.883|0.114|
|Tyler LeRoy|Leroy|Tyler|C|CSU Bakersfield|CSU Bakersfield|R|R|23|130|0.246|0.381|0.285|0.666|0.038|
|Scott Donahue|Donahue|Scott|C|UMass Lowell|UMass Lowell|R|R|0|194|0.268|0.338|0.407|0.745|0.139|
|Mason Breidenbach|Breidenbach|Mason|RF|Bradley University|Bradley|L|R|0|184|0.31|0.436|0.397|0.833|0.087|
|Keegan Garis|Garis|Keegan|LF|Indiana State University|Indiana State|L|R|24|163|0.282|0.441|0.515|0.956|0.233|
|Graham Mastros|Mastros|Graham|RF|Illinois State University|Illinois State|R|R|0|178|0.292|0.382|0.466|0.848|0.174|
|Easton Richter|Richter|Easton|2B|University of Minnesota|Minnesota|L|R|22|187|0.278|0.366|0.529|0.895|0.251|
|Hunter Klotz|Klotz|Hunter|1B|Kent State University|Kent State|L|R|0|149|0.275|0.448|0.503|0.951|0.228|
|Carson Applegate|Applegate|Carson|SS|Saint Joseph's University|Saint Joseph's|R|R|22|177|0.215|0.367|0.356|0.723|0.141|
|Trent Adelman|Adelman|Trent|RF|Virginia Commonwealth University|VCU|R|R|21|163|0.252|0.382|0.362|0.744|0.11|
|Kain Collins|Collins|Kain|LF|Charleston Southern University|Charleston Southern|L|R|22|188|0.356|0.467|0.404|0.871|0.048|
|Paul Osting|Osting|Paul|CF|Western Illinois University|Western Illinois|S|R|22|175|0.263|0.404|0.349|0.752|0.086|
|Garrett Arnold|Arnold|Garrett|C|Ball State University|Ball State|R|R|23|157|0.318|0.409|0.389|0.797|0.07|
|Cody Nitowitz|Nitowitz|Cody|LF|University of Portland|Portland|S|R|20|160|0.3|0.423|0.344|0.766|0.044|
|Brock Thompson|Thompson|Brock|2B|Oklahoma State University|Oklahoma State|L|R|20|147|0.238|0.379|0.463|0.842|0.224|
|Sean Stephenson|Stephenson|Sean|3B|Iona College|Iona|L|L|21|208|0.337|0.41|0.51|0.92|0.173|
|Indy Anderson|Anderson|Indy|1B|Coppin State University|Coppin State|L|R|0|180|0.339|0.44|0.411|0.851|0.072|
|Charlie Saul|Saul|Charlie|RF|Bryant University|Bryant|R|R|21|161|0.286|0.371|0.491|0.862|0.205|
|Matt DAmato|DAmato|Matt|LF|Bryant University|Bryant|L|R|25|167|0.275|0.407|0.425|0.832|0.15|
|Sean Meth|Meth|Sean|1B|Fairfield University|Fairfield|R|R|0|187|0.23|0.335|0.353|0.688|0.123|
|Wilbert Perez|Perez|Wilbert|1B|Jackson State University|Jackson State|R|R|22|185|0.324|0.415|0.53|0.944|0.205|
|Shaun McMillan|McMillan|Shaun|P|St. John's University (NY)|St. John's|R|R|0|186|0.328|0.403|0.57|0.973|0.242|
|Damion Kenealy|Kenealy|Damion|1B|Lipscomb University|Lipscomb|R|R|22|187|0.316|0.391|0.492|0.883|0.176|
|Adrian Rodriguez|Rodriguez|Adrian|3B|University of Texas|Texas|S|B|19|182|0.313|0.41|0.516|0.927|0.203|
|Chris Bear|Bear|Chris|SS|University of Maine|Maine|R|R|0|189|0.27|0.386|0.386|0.772|0.116|
|Trey Hawsey|Hawsey|Trey|1B|Louisiana Tech University|Louisiana Tech|L|L|0|156|0.295|0.43|0.513|0.943|0.218|
|Vicente Feliciano|Feliciano|Vicente|2B|Seattle University|Seattle|L|R|22|173|0.289|0.354|0.491|0.845|0.202|
|Chris Arroyo|Arroyo|Chris|1B|University of Virginia|Virginia|L|L|21|189|0.291|0.361|0.519|0.88|0.228|
|Kyeler Thompson|Thompson|Kyeler|CF|Texas Tech University|Texas Tech|R|R|21|191|0.257|0.358|0.346|0.704|0.089|
|Rylen Stockton|Stockton|Rylen|C|UNC Asheville|UNC Asheville|R|R|0|175|0.343|0.421|0.543|0.964|0.2|
|Savoi Edwards|Edwards|Savoi|LF|North Carolina A\&T State University|North Carolina A\&T|L|L|0|159|0.239|0.318|0.409|0.727|0.17|
|Nash Rippen|Rippen|Nash|LF|University of North Alabama|North Alabama|L|R|22|169|0.219|0.342|0.432|0.774|0.213|
|Bruce Jellison|Jellison|Bruce|3B|Eastern Michigan University|Eastern Michigan|R|R|21|172|0.285|0.398|0.337|0.735|0.052|
|Charles Morris|Morris|Charles|TWP|Alabama A\&M University|Alabama A\&M|L|L|20|147|0.313|0.439|0.449|0.887|0.136|
|Mateo Garcia|Garcia|Mateo|LF|Santa Clara University|Santa Clara|L|R|21|165|0.255|0.406|0.412|0.818|0.158|
|Kyle Panganiban|Panganiban|Kyle|3B|Cal State-Northridge|CSU Northridge|R|R|20|201|0.313|0.385|0.473|0.858|0.159|
|John Smith|Smith|John|RF|University of South Alabama|South Alabama|R|R|22|191|0.314|0.412|0.466|0.877|0.152|
|Caleb Wulf|Wulf|Caleb|1B|University of Iowa|Iowa|L|R|22|140|0.364|0.42|0.414|0.835|0.05|
|Kelton Phillips|Phillips|Kelton|CF|Texas Southern University|Texas Southern|R|R|21|158|0.38|0.479|0.557|1.036|0.177|
|Brody Block|Block|Brody|LF|Utah Valley University|Utah Valley|L|L|22|149|0.315|0.429|0.396|0.825|0.081|
|Joe Siervo|Siervo|Joe|LF|Western Kentucky University|Western Kentucky|R|R|0|127|0.268|0.446|0.449|0.895|0.181|
|Pearson Riebock|Riebock|Pearson|3B|Baylor University|Baylor|L|R|19|183|0.306|0.406|0.454|0.859|0.148|
|Chanz Doughty|Doughty|Chanz|RF|Stony Brook University|Stony Brook|R|R|21|171|0.292|0.393|0.526|0.919|0.234|
|Cole Katayama-Stall|Katayama-Stall|Cole|3B|University of Portland|Portland|L|R|19|165|0.255|0.386|0.503|0.889|0.248|
|Bryce Rudisill|Rudisill|Bryce|1B|Mount St. Mary's University|Mount St. Mary's|L|R|23|182|0.242|0.382|0.44|0.822|0.198|
|Carlos Jacome|Jacome|Carlos|2B|University of South Florida|South Florida|R|R|21|163|0.307|0.407|0.46|0.867|0.153|
|Will Cowan|Cowan|Will|RF|St. John's University (NY)|St. John's|R|R|19|174|0.293|0.39|0.443|0.833|0.149|
|Drew McConnell|McConnell|Drew|SS|University of Evansville|Evansville|L|R|0|174|0.207|0.312|0.328|0.64|0.121|
|Caden Matlon|Matlon|Caden|C|University of Akron|Akron|R|R|23|162|0.29|0.412|0.432|0.844|0.142|
|Riley Acosta|Acosta|Riley|C|UC Davis|UC Davis|R|R|22|165|0.267|0.356|0.327|0.683|0.061|
|Steven Lancia|Lancia|Steven|C|University of Texas Rio Grande Valley|UT Rio Grande Valley|R|R|23|176|0.335|0.436|0.506|0.942|0.17|
|Chase Swain|Swain|Chase|3B|West Virginia University|West Virginia|R|R|23|135|0.319|0.404|0.452|0.856|0.133|
|Coleman Mizell|Mizell|Coleman|LF|University of Alabama|Alabama|L|L|21|157|0.229|0.37|0.382|0.752|0.153|
|Zach Yorke|Yorke|Zach|1B|Grand Canyon University|Grand Canyon|L|R|22|174|0.339|0.447|0.632|1.079|0.293|
|Easton Dowell|Dowell|Easton|SS|McNeese State University|McNeese State|R|R|22|172|0.36|0.412|0.581|0.994|0.221|
|Marcus Heusohn|Heusohn|Marcus|1B|McNeese State University|McNeese State|L|L|23|168|0.327|0.45|0.464|0.915|0.137|
|Irvin Escobar|Escobar|Irvin|C|Bethune-Cookman University|Bethune-Cookman|R|R|23|132|0.28|0.373|0.394|0.767|0.114|
|Luke Hanson|Hanson|Luke|3B|University of Virginia|Virginia|R|R|22|153|0.248|0.373|0.333|0.706|0.085|
|Brock Watkins|Watkins|Brock|2B|Brigham Young University|BYU|R|R|25|180|0.3|0.369|0.528|0.897|0.228|
|Sam Stem|Stem|Sam|RF|Gonzaga University|Gonzaga|L|L|22|134|0.224|0.273|0.373|0.646|0.149|
|Ethan Royal|Royal|Ethan|CF|Utah Tech University|Utah Tech|R|R|22|124|0.194|0.31|0.234|0.544|0.04|
|Cam Burdick|Burdick|Cam|CF|Cal State Fullerton|CSU Fullerton|R|R|20|147|0.265|0.325|0.388|0.713|0.122|
|Cody Hendriks|Hendriks|Cody|RF|CSU Bakersfield|CSU Bakersfield|R|R|22|141|0.213|0.313|0.255|0.568|0.043|
|Emiliano Gonzalez|Gonzalez|Emiliano|C|UC San Diego|UC San Diego|R|R|24|178|0.258|0.343|0.421|0.764|0.163|
|Jake Kendro|Kendro|Jake|SS|University of Pittsburgh|Pittsburgh|R|R|22|118|0.195|0.308|0.305|0.613|0.11|
|Robbie Ayers|Ayers|Robbie|C|Loyola Marymount University|Loyola Marymount|R|R|23|156|0.321|0.455|0.532|0.987|0.212|
|Chase Gallegos|Gallegos|Chase|C|UNLV|UNLV|R|R|23|139|0.281|0.409|0.338|0.747|0.058|
|Bristol Carter|Carter|Bristol|CF|Auburn University|Auburn|R|R|21|140|0.243|0.331|0.336|0.667|0.093|
|Jackson Thompson|Thompson|Jackson|C|Campbell University|Campbell|R|R|23|132|0.273|0.449|0.379|0.828|0.106|
|Johnny Pilla|Pilla|Johnny|2B|Stony Brook University|Stony Brook|L|R|21|158|0.297|0.425|0.437|0.862|0.139|
|Thomas Lyssy|Lyssy|Thomas|3B|University of the Incarnate Word|Incarnate Word|L|R|22|170|0.294|0.427|0.394|0.821|0.1|
|Aaron Posey|Posey|Aaron|C|Kennesaw State University|Kennesaw State|R|R|22|151|0.245|0.363|0.358|0.72|0.113|
|Anton Lazits|Lazits|Anton|RF|Columbia University|Columbia|R|R|23|188|0.287|0.4|0.612|1.012|0.324|
|Cole Fellows|Fellows|Cole|LF|Columbia University|Columbia|L|R|22|181|0.331|0.416|0.503|0.919|0.171|
|Ian Daugherty|Daugherty|Ian|C|Oklahoma State University|Oklahoma State|R|R|23|151|0.258|0.356|0.483|0.839|0.225|
|Cider Canon|Canon|Cider|RF|Davidson College|Davidson|R|R|21|202|0.371|0.46|0.733|1.193|0.361|
|Chris Hoalcraft|Hoalcraft|Chris|SS|St. Bonaventure University|St. Bonaventure|R|R|20|194|0.289|0.367|0.454|0.821|0.165|
|Peter Link|Link|Peter|LF|Sacred Heart University|Sacred Heart|R|R|20|178|0.281|0.414|0.466|0.88|0.185|
|Alex Ungar|Ungar|Alex|RF|Sacred Heart University|Sacred Heart|R|R|24|193|0.358|0.443|0.705|1.148|0.347|
|Tyler Ganus|Ganus|Tyler|1B|Northwestern University|Northwestern|R|R|23|154|0.279|0.395|0.364|0.758|0.084|
|Jude Hall|Hall|Jude|CF|Southeastern Louisiana University|Southeastern Louisiana|L|R|0|142|0.254|0.384|0.528|0.912|0.275|
|Blake Jacklin|Jacklin|Blake|RF|East Tennessee State University|East Tennessee State|L|R|24|190|0.332|0.424|0.474|0.898|0.142|
|Garrett Dill|Dill|Garrett|1B|The Citadel|The Citadel|R|R|0|165|0.242|0.33|0.339|0.669|0.097|
|Javier Crespo|Crespo|Javier|3B|Florida International University|Florida International|R|R|22|147|0.34|0.454|0.476|0.93|0.136|
|Jake Altman|Altman|Jake|3B|Northern Kentucky University|Northern Kentucky|L|R|0|146|0.253|0.351|0.315|0.666|0.062|
|Brock Murtha|Murtha|Brock|2B|U.S. Naval Academy|Navy|R|R|23|169|0.272|0.408|0.402|0.81|0.13|
|JP Kuczik|Kuczik|JP|C|Fairfield University|Fairfield|R|R|0|161|0.311|0.396|0.429|0.824|0.118|
|Taylor Gaspar|Gaspar|Taylor|RF|Stonehill College|Stonehill|R|R|0|175|0.251|0.385|0.474|0.859|0.223|
|Juan Correa|Correa|Juan|1B|Appalachian State University|Appalachian State|R|R|23|196|0.286|0.344|0.587|0.931|0.301|
|Chris Marcellus|Marcellus|Chris|C|Grambling State University|Grambling State|R|R|21|164|0.28|0.42|0.476|0.895|0.195|
|Dre Amaral|Amaral|Dre|SS|Alabama A\&M University|Alabama A\&M|R|R|23|162|0.259|0.399|0.284|0.683|0.025|
|Jorge Rodriguez|Rodriguez|Jorge|C|Bethune-Cookman University|Bethune-Cookman|R|R|22|167|0.341|0.432|0.677|1.109|0.335|
|Robbie Lavey|Lavey|Robbie|C|George Washington University|George Washington|L|R|20|191|0.309|0.381|0.461|0.841|0.152|
|Carter Hanson|Hanson|Carter|RF|University of Massachusetts|UMass|L|L|23|185|0.303|0.394|0.492|0.885|0.189|
|Jaime Perez|Perez|Jaime|C|Tarleton State University|Tarleton State|R|R|23|170|0.3|0.417|0.382|0.799|0.082|
|Kaden Amundson|Amundson|Kaden|C|Arkansas State University|Arkansas State|R|R|22|135|0.244|0.352|0.356|0.708|0.111|
|Collin Jennings|Jennings|Collin|RF|University of Illinois|Illinois|L|R|20|161|0.286|0.407|0.671|1.078|0.385|
|JP Gauthier|Gauthier|JP|RF|Northern Illinois University|Northern Illinois|R|R|23|169|0.302|0.392|0.598|0.989|0.296|
|Kyree Alexander|Alexander|Kyree|3B|Western Illinois University|Western Illinois|R|R|0|175|0.274|0.347|0.383|0.73|0.109|
|Curry Sutherland|Sutherland|Curry|TWP|Missouri State University|Missouri State|R|R|21|126|0.23|0.386|0.492|0.878|0.262|
|Nathan Gamez|Gamez|Nathan|3B|Alcorn State University|Alcorn State|L|R|22|156|0.34|0.415|0.429|0.845|0.09|
|Carter Bergman|Bergman|Carter|C|Missouri State University|Missouri State|R|R|0|162|0.272|0.376|0.549|0.926|0.278|
|Liam Bushey|Bushey|Liam|1B|Western Illinois University|Western Illinois|L|R|22|191|0.34|0.436|0.44|0.876|0.099|
|Henry Zipay|Zipay|Henry|3B|University of Nebraska-Omaha|Omaha|L|R|24|186|0.382|0.475|0.548|1.023|0.167|
|Parks Bouck|Bouck|Parks|LF|Lipscomb University|Lipscomb|R|R|25|189|0.339|0.427|0.471|0.898|0.132|
|Jake Whitlinger|Whitlinger|Jake|CF|Lehigh University|Lehigh|R|R|23|181|0.282|0.396|0.431|0.827|0.149|
|Daniel Calabrese|Calabrese|Daniel|CF|University of the Incarnate Word|Incarnate Word|R|R|23|190|0.332|0.395|0.479|0.874|0.147|
|Ryder Hernandez|Hernandez|Ryder|SS|University of the Incarnate Word|Incarnate Word|R|R|23|161|0.28|0.405|0.391|0.796|0.112|
|Frankie Ferrentino|Ferrentino|Frankie|C|Merrimack College|Merrimack|R|R|23|188|0.277|0.355|0.532|0.887|0.255|
|Trae Cassidy|Cassidy|Trae|1B|Ohio University|Ohio|L|R|21|194|0.273|0.346|0.392|0.737|0.119|
|Eddie Garza|Garza|Eddie|2B|Tennessee Technological University|Tennessee Tech|R|R|23|146|0.288|0.397|0.397|0.794|0.11|
|Tanner Recchio|Recchio|Tanner|2B|University of St. Thomas (Minn.)|University of St. Thomas (Minn.)|L|R|0|188|0.324|0.418|0.415|0.833|0.09|
|Shaun Montoya|Montoya|Shaun|RF|University of Kentucky|Kentucky|L|R|24|133|0.263|0.368|0.368|0.736|0.105|
|Ethan Ott|Ott|Ethan|1B|University of New Mexico|New Mexico|R|R|22|190|0.363|0.456|0.742|1.198|0.379|
|Carson Tinney|Tinney|Carson|C|University of Notre Dame|Notre Dame|R|R|20|158|0.348|0.498|0.753|1.251|0.405|
|Carter Monda|Monda|Carter|CF|University of Northern Colorado|Northern Colorado|R|R|23|163|0.252|0.393|0.331|0.724|0.08|
|Pat DAmico|DAmico|Pat|1B|Bryant University|Bryant|R|R|22|182|0.236|0.349|0.489|0.838|0.253|
|Core Jackson|Jackson|Core|SS|University of Utah|Utah|L|R|22|206|0.364|0.445|0.641|1.086|0.277|
|Mateo Zeppieri|Zeppieri|Mateo|LF|Mount St. Mary's University|Mount St. Mary's|L|R|0|156|0.231|0.335|0.532|0.867|0.301|
|Dominic Hellman|Hellman|Dominic|P|University of Oregon|Oregon|R|R|22|187|0.326|0.426|0.567|0.993|0.241|
|Matt Olive|Olive|Matt|RF|Western Illinois University|Western Illinois|R|R|24|177|0.243|0.351|0.379|0.729|0.136|
|Ian Pennington|Pennington|Ian|RF|University of Akron|Akron|L|R|0|149|0.221|0.335|0.342|0.678|0.121|
|Brady Short|Short|Brady|SS|Central Connecticut State University|Central Connecticut State|L|R|23|182|0.324|0.473|0.434|0.907|0.11|
|Aidan Redahan|Redahan|Aidan|1B|Central Connecticut State University|Central Connecticut State|L|R|0|201|0.453|0.511|0.692|1.202|0.239|
|Cole Yearsley|Yearsley|Cole|LF|Winthrop University|Winthrop|L|R|22|111|0.243|0.397|0.369|0.767|0.126|
|Chris Brown|Brown|Chris|3B|Central Connecticut State University|Central Connecticut State|R|R|24|173|0.324|0.469|0.486|0.954|0.162|
|Ian Blazier|Blazier|Ian|3B|Saint Louis University|St. Louis|L|R|22|143|0.252|0.371|0.35|0.721|0.098|
|Spencer Warfield|Warfield|Spencer|CF|Valparaiso University|Valparaiso|R|R|23|152|0.191|0.317|0.382|0.698|0.191|
|Reese Beheler|Beheler|Reese|1B|Lamar University|Lamar|L|R|22|173|0.301|0.419|0.41|0.829|0.11|
|Caden Dulin|Dulin|Caden|2B|University of Pittsburgh|Pittsburgh|R|R|22|184|0.337|0.421|0.478|0.9|0.141|
|Niko Brini|Brini|Niko|LF|Wofford College|Wofford|L|L|22|168|0.304|0.379|0.53|0.909|0.226|
|Ty Acker|Acker|Ty|3B|George Washington University|George Washington|L|R|23|173|0.318|0.393|0.434|0.827|0.116|
|Jose Perez|Perez|Jose|SS|UNC Greensboro|UNC Greensboro|S|R|22|154|0.208|0.315|0.286|0.6|0.078|
|Luke Thiele|Thiele|Luke|3B|Washington State University|Washington State|R|R|23|168|0.31|0.397|0.369|0.766|0.06|
|Matthew Sutera|Sutera|Matthew|2B|Wagner College|Wagner|R|R|19|162|0.302|0.372|0.475|0.848|0.173|
|Jeremy Martinez|Martinez|Jeremy|C|Indiana State University|Indiana State|R|R|0|165|0.255|0.367|0.376|0.743|0.121|
|Matt McGann|McGann|Matt|C|Oakland University|Oakland|R|R|0|185|0.324|0.405|0.524|0.929|0.2|
|Aaron Stelogeannis|Stelogeannis|Aaron|CF|Lipscomb University|Lipscomb|R|R|0|180|0.306|0.372|0.433|0.805|0.128|
|Mac Tufts|Tufts|Mac|SS|Longwood University|Longwood|R|R|0|147|0.252|0.418|0.347|0.764|0.095|
|Brody Rasmussen|Rasmussen|Brody|CF|University of Maine|Maine|R|R|21|202|0.307|0.366|0.495|0.861|0.188|
|Landon DiBeradin|DiBeradin|Landon|C|Mercyhurst College|Mercyhurst|R|R|0|167|0.257|0.365|0.359|0.725|0.102|
|James Nunnallee|Nunnallee|James|LF|University of Virginia|Virginia|L|R|19|142|0.296|0.407|0.401|0.808|0.106|
|Keaton Ray|Ray|Keaton|LF|Middle Tennessee State University|Middle Tennessee State|L|L|0|157|0.242|0.358|0.325|0.683|0.083|
|Brett Rogers|Rogers|Brett|RF|Middle Tennessee State University|Middle Tennessee State|L|R|0|172|0.331|0.383|0.453|0.836|0.122|
|Kenneth Perez|Perez|Kenneth|2B|Western Illinois University|Western Illinois|R|R|0|179|0.268|0.338|0.402|0.741|0.134|
|Carter White|White|Carter|2B|University of North Florida|North Florida|L|R|21|152|0.263|0.333|0.408|0.741|0.145|
|Keon Moseni|Moseni|Keon|3B|University of Central Arkansas|Central Arkansas|L|R|23|165|0.285|0.438|0.382|0.82|0.097|
|Dane Small|Small|Dane|RF|University of Arkansas-Pine Bluff|Arkansas-Pine Bluff|R|R|0|162|0.278|0.363|0.333|0.696|0.056|
|J.C. Allen|Allen|J.C.|3B|UC San Diego|UC San Diego|R|R|22|184|0.304|0.394|0.62|1.014|0.315|
|Alex Leopard|Leopard|Alex|RF|UC San Diego|UC San Diego|L|L|22|176|0.244|0.362|0.5|0.862|0.256|
|Harry Carr|Carr|Harry|SS|Butler University|Butler|L|R|0|152|0.25|0.343|0.309|0.652|0.059|
|Jorsixt Jimenez|Jimenez|Jorsixt|RF|Tennessee Technological University|Tennessee Tech|R|R|22|178|0.315|0.423|0.506|0.929|0.191|
|Austin Phillips|Phillips|Austin|SS|University of Texas-Arlington|UT Arlington|R|R|21|169|0.219|0.295|0.349|0.644|0.13|
|Xavier Melendez|Melendez|Xavier|1B|University of Texas-Arlington|UT Arlington|R|R|21|194|0.33|0.386|0.536|0.922|0.206|
|Ayden Schnarrs|Schnarrs|Ayden|3B|Virginia Military Institute|VMI|R|R|0|145|0.241|0.418|0.324|0.742|0.083|
|Jayden Hamilton|Hamilton|Jayden|3B|Merrimack College|Merrimack|R|R|0|178|0.247|0.316|0.365|0.681|0.118|
|Bobby Stang|Stang|Bobby|C|University of Dayton|Dayton|R|R|22|166|0.241|0.357|0.422|0.778|0.181|
|Xander McAfee|McAfee|Xander|RF|University of Texas-Arlington|UT Arlington|R|R|21|180|0.294|0.361|0.494|0.856|0.2|
|Landon Nunes|Nunes|Landon|RF|UC Riverside|UC Riverside|L|R|0|150|0.247|0.386|0.373|0.759|0.127|
